,set_num,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945
1050,6211-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Imperial Star Destroyer,https://cdn.rebrickable.com/media/sets/6211-1.jpg,158,Star Wars,1389,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,6211760-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Detention Block Rescue,https://cdn.rebrickable.com/media/sets/6211760-1.jpg,158,Star Wars,220,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,6212-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",X-wing Fighter,https://cdn.rebrickable.com/media/sets/6212-1.jpg,158,Star Wars,437,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053,6252770-1,"['71741-1', '71799-1', '41101-1', '41732-1', '41130-1']",Leia Organa,https://cdn.rebrickable.com/media/sets/6252770-1.jpg,158,Star Wars,18,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,6252808-1,"['71741-1', '71799-1', '71705-1', '41101-1', '41732-1']",Chewbacca,https://cdn.rebrickable.com/media/sets/6252808-1.jpg,158,Star Wars,22,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,6252810-1,"['71741-1', '71799-1', '41732-1', '41101-1', '41737-1']",Han Solo,https://cdn.rebrickable.com/media/sets/6252810-1.jpg,158,Star Wars,23,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056,6252811-1,"['71741-1', '71799-1', '41732-1', '75053-1', '41737-1']",Obi-Wan Kenobi,https://cdn.rebrickable.com/media/sets/6252811-1.jpg,158,Star Wars,18,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,6252812-1,"['71741-1', '71799-1', '41732-1', '41101-1', '41737-1']",Luke Skywalker,https://cdn.rebrickable.com/media/sets/6252812-1.jpg,158,Star Wars,21,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1058,6382975-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Tantive IV,https://cdn.rebrickable.com/media/sets/6382975-1.jpg,158,Star Wars,56,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,6471930-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Lucas Yoda Fountain,https://cdn.rebrickable.com/media/sets/6471930-1.jpg,158,Star Wars,142,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,65153-1,[],Jango Fett's Slave I with Bonus Carrying Case,https://cdn.rebrickable.com/media/sets/65153-1.jpg,158,Star Wars,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,65771-1,[],Episode III Collectors' Set,https://cdn.rebrickable.com/media/sets/65771-1.jpg,158,Star Wars,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1062,66535-1,[],Battle Pack 2 in 1,https://cdn.rebrickable.com/media/sets/66535-1.jpg,158,Star Wars,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,66536-1,[],Battle Pack 2 in 1,https://cdn.rebrickable.com/media/sets/66536-1.jpg,158,Star Wars,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,6963-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",X-wing Fighter,https://cdn.rebrickable.com/media/sets/6963-1.jpg,158,Star Wars,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,6963-2,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",X-wing Fighter,https://cdn.rebrickable.com/media/sets/6963-2.jpg,158,Star Wars,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,6964-1,"['71741-1', '71799-1', '41101-1', '41732-1', '75053-1']",Boba Fett's Slave I - Mini (Kabaya Box),https://cdn.rebrickable.com/media/sets/6964-1.jpg,158,Star Wars,25,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,6964-2,"['71741-1', '71799-1', '41101-1', '41732-1', '75053-1']",Boba Fett's Slave I - Mini (Polybag),https://cdn.rebrickable.com/media/sets/6964-2.jpg,158,Star Wars,25,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,6965-1,"['71741-1', '7261-2', '41101-1', '71799-1', '71705-1']",TIE Interceptor,https://cdn.rebrickable.com/media/sets/6965-1.jpg,158,Star Wars,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,6965-2,"['71741-1', '7261-2', '41101-1', '71799-1', '71705-1']",TIE Interceptor,https://cdn.rebrickable.com/media/sets/6965-2.jpg,158,Star Wars,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,6966-1,"['71741-1', '3315-1', '71799-1', '41400-1', '41101-1']",Jedi Starfighter - Mini,https://cdn.rebrickable.com/media/sets/6966-1.jpg,158,Star Wars,38,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,6966-2,"['71741-1', '3315-1', '71799-1', '41400-1', '41101-1']",Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,https://cdn.rebrickable.com/media/sets/6966-2.jpg,158,Star Wars,38,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1072,6967-1,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",ARC-170 Starfighter - Mini,https://cdn.rebrickable.com/media/sets/6967-1.jpg,158,Star Wars,42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,6967-2,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,https://cdn.rebrickable.com/media/sets/6967-2.jpg,158,Star Wars,42,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,6968-1,"['71741-1', '71799-1', '3315-1', '41400-1', '41008-1']",Mini Wookiee Attack,https://cdn.rebrickable.com/media/sets/6968-1.jpg,158,Star Wars,48,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,7101-1,"['71741-1', '7261-2', '41101-1', '71799-1', '6210-1']",Lightsaber Duel,https://cdn.rebrickable.com/media/sets/7101-1.jpg,158,Star Wars,52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,7103-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Jedi Duel,https://cdn.rebrickable.com/media/sets/7103-1.jpg,158,Star Wars,82,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1077,7104-1,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",Desert Skiff,https://cdn.rebrickable.com/media/sets/7104-1.jpg,158,Star Wars,55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,7106-1,"['71741-1', '41101-1', '71705-1', '3315-1', '71799-1']",Droid Escape,https://cdn.rebrickable.com/media/sets/7106-1.jpg,158,Star Wars,45,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,7110-1,"['71741-1', '41101-1', '71799-1', '41130-1', '75222-1']",Landspeeder,https://cdn.rebrickable.com/media/sets/7110-1.jpg,158,Star Wars,49,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,7111-1,"['71741-1', '71799-1', '41101-1', '41732-1', '41737-1']",Droid Fighter,https://cdn.rebrickable.com/media/sets/7111-1.jpg,158,Star Wars,62,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,7113-1,"['71741-1', '3315-1', '41101-1', '41400-1', '71799-1']",Tusken Raider Encounter,https://cdn.rebrickable.com/media/sets/7113-1.jpg,158,Star Wars,93,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,7115-1,"['71741-1', '3315-1', '41101-1', '71799-1', '41008-1']",Gungan Patrol,https://cdn.rebrickable.com/media/sets/7115-1.jpg,158,Star Wars,79,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1083,7119-1,"['71741-1', '71799-1', '41101-1', '3315-1', '41130-1']",Twin-Pod Cloud Car,https://cdn.rebrickable.com/media/sets/7119-1.jpg,158,Star Wars,118,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,7121-1,"['71741-1', '71799-1', '41101-1', '7261-2', '7676-1']",Naboo Swamp,https://cdn.rebrickable.com/media/sets/7121-1.jpg,158,Star Wars,82,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1085,7124-1,"['71741-1', '41101-1', '71799-1', '41130-1', '3315-1']",Flash Speeder,https://cdn.rebrickable.com/media/sets/7124-1.jpg,158,Star Wars,107,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,7126-1,"['71741-1', '41101-1', '71799-1', '41130-1', '3315-1']",Battle Droid Carrier,https://cdn.rebrickable.com/media/sets/7126-1.jpg,158,Star Wars,133,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,7127-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Imperial AT-ST,https://cdn.rebrickable.com/media/sets/7127-1.jpg,158,Star Wars,107,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,7128-1,"['71741-1', '71799-1', '41101-1', '7261-2', '71705-1']",Speeder Bikes,https://cdn.rebrickable.com/media/sets/7128-1.jpg,158,Star Wars,93,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,7130-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Snowspeeder,https://cdn.rebrickable.com/media/sets/7130-1.jpg,158,Star Wars,217,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,7131-1,"['71741-1', '41101-1', '71799-1', '3315-1', '41130-1']",Anakin's Podracer,https://cdn.rebrickable.com/media/sets/7131-1.jpg,158,Star Wars,136,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1091,7133-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Bounty Hunter Pursuit,https://cdn.rebrickable.com/media/sets/7133-1.jpg,158,Star Wars,254,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1092,7134-1,"['71741-1', '71799-1', '41101-1', '71705-1', '75053-1']",A-wing Fighter,https://cdn.rebrickable.com/media/sets/7134-1.jpg,158,Star Wars,125,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,7139-1,"['71741-1', '3315-1', '41130-1', '71799-1', '41101-1']",Ewok Attack,https://cdn.rebrickable.com/media/sets/7139-1.jpg,158,Star Wars,121,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,7140-1,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",X-wing Fighter,https://cdn.rebrickable.com/media/sets/7140-1.jpg,158,Star Wars,271,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,7141-1,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",Naboo Fighter,https://cdn.rebrickable.com/media/sets/7141-1.jpg,158,Star Wars,179,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,7142-1,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",X-wing Fighter,https://cdn.rebrickable.com/media/sets/7142-1.jpg,158,Star Wars,273,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,7143-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41732-1']",Jedi Starfighter,https://cdn.rebrickable.com/media/sets/7143-1.jpg,158,Star Wars,139,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,7144-1,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Slave I,https://cdn.rebrickable.com/media/sets/7144-1.jpg,158,Star Wars,166,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,7146-1,"['71741-1', '41101-1', '71799-1', '41130-1', '3315-1']",TIE Fighter,https://cdn.rebrickable.com/media/sets/7146-1.jpg,158,Star Wars,171,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,7150-1,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",TIE Fighter & Y-wing,https://cdn.rebrickable.com/media/sets/7150-1.jpg,158,Star Wars,410,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
