,set_num,top_5_similar_sets,set_name,set_img_url,theme_id,theme_name,num_parts,A0A5A9,FFFFFF,C91A09,6C6E68,237841,05131D,184632,AA7F2E,F5CD2F,582A12,F2CD37,E4ADC8,AEEFEC,635F52,F08F1C,FCFCFC,0020A0,84B68D,BBE90B,D9E4A7,0055BF,9CA3A8,F8F184,DF6695,E4CD9E,0A3463,720E0F,FF800D,958A73,898788,352100,3F3691,A5A5CB,DBAC34,3E3C39,A95500,923978,4B9F4A,A5A9B4,ADC3C0,C870A0,AA7D55,9BA19D,6D6E5C,F8BB3D,9B9A5A,36AEBF,AC78BA,9FC3E9,E1D5ED,078BC9,FE8A18,FFF03A,DFEEA5,008F9B,5A93DB,A0BCAC,FF698F,D9D9D9,CFE2F7,D09168,E0E0E0,BBA53D,AA4D8E,1B2A34,F2F3F2,583927,764D3B,6074A1,B46A00,575857,C0F500,68BCC5,F6D7B3,BDC6AD,D67572,81007B,FA9C1C,FFA70B,AE7A59,7DBFDD,EBD800,CE1D9B,8320B7,CCA373,755945
1101,7151-1,"['71741-1', '41101-1', '71799-1', '71705-1', '75222-1']",Sith Infiltrator,https://cdn.rebrickable.com/media/sets/7151-1.jpg,158,Star Wars,244,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,7152-1,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",TIE Fighter & Y-wing,https://cdn.rebrickable.com/media/sets/7152-1.jpg,158,Star Wars,411,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,7153-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41704-1']",Jango Fett's Slave I,https://cdn.rebrickable.com/media/sets/7153-1.jpg,158,Star Wars,371,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,7155-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Trade Federation AAT,https://cdn.rebrickable.com/media/sets/7155-1.jpg,158,Star Wars,158,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,7159-1,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Star Wars Podracing Bucket,https://cdn.rebrickable.com/media/sets/7159-1.jpg,158,Star Wars,293,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,7161-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Gungan Sub,https://cdn.rebrickable.com/media/sets/7161-1.jpg,158,Star Wars,379,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1107,7163-1,"['71741-1', '41101-1', '71799-1', '3315-1', '41130-1']",Republic Gunship,https://cdn.rebrickable.com/media/sets/7163-1.jpg,158,Star Wars,697,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1108,7166-1,"['71741-1', '71799-1', '41101-1', '3315-1', '71705-1']",Imperial Shuttle,https://cdn.rebrickable.com/media/sets/7166-1.jpg,158,Star Wars,238,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,7171-1,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Mos Espa Podrace,https://cdn.rebrickable.com/media/sets/7171-1.jpg,158,Star Wars,907,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1110,7180-1,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",B-wing at Rebel Control Center,https://cdn.rebrickable.com/media/sets/7180-1.jpg,158,Star Wars,346,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,7184-1,"['71741-1', '41101-1', '71799-1', '3315-1', '71705-1']",Trade Federation MTT,https://cdn.rebrickable.com/media/sets/7184-1.jpg,158,Star Wars,466,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,7186-1,"['71741-1', '41101-1', '71799-1', '71705-1', '75290-1']",Watto's Junkyard,https://cdn.rebrickable.com/media/sets/7186-1.jpg,158,Star Wars,449,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,7190-1,"['71741-1', '41101-1', '71799-1', '3315-1', '71705-1']",Millennium Falcon,https://cdn.rebrickable.com/media/sets/7190-1.jpg,158,Star Wars,671,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,7200-1,"['71741-1', '71799-1', '41101-1', '41732-1', '41748-1']",Final Duel I,https://cdn.rebrickable.com/media/sets/7200-1.jpg,158,Star Wars,32,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,7201-1,"['71741-1', '3315-1', '41400-1', '71799-1', '41101-1']",Final Duel II,https://cdn.rebrickable.com/media/sets/7201-1.jpg,158,Star Wars,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,7203-1,"['71741-1', '7261-2', '7879-1', '6211-1', '7665-1']",Jedi Defense I,https://cdn.rebrickable.com/media/sets/7203-1.jpg,158,Star Wars,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,7204-1,"['71741-1', '71799-1', '3315-1', '41101-1', '41008-1']",Jedi Defense II,https://cdn.rebrickable.com/media/sets/7204-1.jpg,158,Star Wars,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,7250-1,"['71741-1', '3315-1', '41130-1', '71799-1', '41101-1']",Clone Scout Walker,https://cdn.rebrickable.com/media/sets/7250-1.jpg,158,Star Wars,109,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,7251-1,"['71741-1', '41101-1', '71737-1', '71799-1', '41130-1']",Darth Vader Transformation,https://cdn.rebrickable.com/media/sets/7251-1.jpg,158,Star Wars,59,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,7252-1,"['71741-1', '3315-1', '41101-1', '71799-1', '41400-1']",Droid Tri-Fighter,https://cdn.rebrickable.com/media/sets/7252-1.jpg,158,Star Wars,148,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,7255-1,"['71741-1', '71799-1', '41130-1', '71705-1', '3315-1']",General Grievous Chase,https://cdn.rebrickable.com/media/sets/7255-1.jpg,158,Star Wars,112,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,7256-1,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Jedi Starfighter & Vulture Droid,https://cdn.rebrickable.com/media/sets/7256-1.jpg,158,Star Wars,203,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,7257-1,"['71741-1', '41101-1', '71799-1', '41130-1', '3315-1']",Ultimate Lightsaber Duel,https://cdn.rebrickable.com/media/sets/7257-1.jpg,158,Star Wars,280,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,7258-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Wookiee Attack,https://cdn.rebrickable.com/media/sets/7258-1.jpg,158,Star Wars,368,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,7259-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",ARC-170 Starfighter,https://cdn.rebrickable.com/media/sets/7259-1.jpg,158,Star Wars,400,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,7260-1,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Wookiee Catamaran,https://cdn.rebrickable.com/media/sets/7260-1.jpg,158,Star Wars,380,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1127,7261-1,"['71741-1', '7261-2', '71799-1', '41101-1', '71705-1']",Clone Turbo Tank [Light-Up Mace Windu],https://cdn.rebrickable.com/media/sets/7261-1.jpg,158,Star Wars,810,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1128,7261-2,"['71741-1', '71799-1', '41101-1', '71705-1', '3315-1']",Clone Turbo Tank (with Non-Light-Up Mace Windu),https://cdn.rebrickable.com/media/sets/7261-2.jpg,158,Star Wars,819,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1129,7262-1,"['71741-1', '41101-1', '71799-1', '41130-1', '71705-1']",TIE Fighter and Y-wing,https://cdn.rebrickable.com/media/sets/7262-1.jpg,158,Star Wars,415,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,7263-1,"['71741-1', '71799-1', '41101-1', '41130-1', '3315-1']",TIE Fighter,https://cdn.rebrickable.com/media/sets/7263-1.jpg,158,Star Wars,161,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,7264-1,"['71741-1', '71799-1', '41101-1', '3315-1', '41130-1']",Imperial Inspection,https://cdn.rebrickable.com/media/sets/7264-1.jpg,158,Star Wars,379,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,7283-1,"['71741-1', '41101-1', '71799-1', '71705-1', '41130-1']",Ultimate Space Battle,https://cdn.rebrickable.com/media/sets/7283-1.jpg,158,Star Wars,567,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,75000-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Clone Troopers vs. Droidekas,https://cdn.rebrickable.com/media/sets/75000-1.jpg,158,Star Wars,124,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,75001-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Republic Troopers vs. Sith Troopers,https://cdn.rebrickable.com/media/sets/75001-1.jpg,158,Star Wars,63,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,75002-1,"['71741-1', '71799-1', '41101-1', '3315-1', '71705-1']",AT-RT,https://cdn.rebrickable.com/media/sets/75002-1.jpg,158,Star Wars,222,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,75003-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",A-wing Starfighter,https://cdn.rebrickable.com/media/sets/75003-1.jpg,158,Star Wars,177,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,75004-1,"['71741-1', '71799-1', '71705-1', '41101-1', '41130-1']",Z-95 Headhunter,https://cdn.rebrickable.com/media/sets/75004-1.jpg,158,Star Wars,373,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,75005-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41449-1']",Rancor Pit,https://cdn.rebrickable.com/media/sets/75005-1.jpg,158,Star Wars,381,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,75006-1,"['71741-1', '71799-1', '41101-1', '41732-1', '71705-1']",Jedi Starfighter & Planet Kamino,https://cdn.rebrickable.com/media/sets/75006-1.jpg,158,Star Wars,61,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,75007-1,"['71741-1', '71799-1', '41101-1', '3315-1', '71705-1']",Republic Assault Ship & Planet Coruscant,https://cdn.rebrickable.com/media/sets/75007-1.jpg,158,Star Wars,74,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,75008-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",TIE Bomber & Asteroid Field,https://cdn.rebrickable.com/media/sets/75008-1.jpg,158,Star Wars,60,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,75009-1,"['71741-1', '71799-1', '71705-1', '41101-1', '75053-1']",Snowspeeder & Planet Hoth,https://cdn.rebrickable.com/media/sets/75009-1.jpg,158,Star Wars,69,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,75010-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",B-wing Starfighter & Planet Endor,https://cdn.rebrickable.com/media/sets/75010-1.jpg,158,Star Wars,83,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,75011-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Tantive IV & Planet Alderaan,https://cdn.rebrickable.com/media/sets/75011-1.jpg,158,Star Wars,102,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,75012-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",BARC Speeder with Sidecar,https://cdn.rebrickable.com/media/sets/75012-1.jpg,158,Star Wars,226,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,75013-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Umbaran MHC (Mobile Heavy Cannon),https://cdn.rebrickable.com/media/sets/75013-1.jpg,158,Star Wars,493,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,75014-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",Battle Of Hoth,https://cdn.rebrickable.com/media/sets/75014-1.jpg,158,Star Wars,421,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,75015-1,"['71741-1', '41130-1', '71799-1', '71705-1', '41101-1']",Corporate Alliance Tank Droid,https://cdn.rebrickable.com/media/sets/75015-1.jpg,158,Star Wars,271,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,75016-1,"['71741-1', '41130-1', '71799-1', '41101-1', '71705-1']",Homing Spider Droid,https://cdn.rebrickable.com/media/sets/75016-1.jpg,158,Star Wars,295,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,75017-1,"['71741-1', '71799-1', '41101-1', '41130-1', '71705-1']",Duel on Geonosis,https://cdn.rebrickable.com/media/sets/75017-1.jpg,158,Star Wars,391,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1151,75018-1,"['71741-1', '71799-1', '41101-1', '71705-1', '41130-1']",JEK-14's Stealth Starfighter,https://cdn.rebrickable.com/media/sets/75018-1.jpg,158,Star Wars,550,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
